id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
906_220629_5mMatOOI_siriusfeaturelist_163	C27H54N2	[M + Na]+	Alkaloids	0.7731046080589294	Diterpenoids	0.12255985289812088	Steroidal alkaloids	0.4292365610599518	Steroidal alkaloids	0.7938104867935181			Steroidal alkaloids	0.7938104867935181	Steroids and steroid derivatives	0.022047968581318855	Lipids and lipid-like molecules	0.6284279227256775	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Dialkylamines; Trialkylamines; Amines; Secondary amines; Tertiary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
819_220629_5mMatOOI_siriusfeaturelist_2245	C36H71NO2	[M + H]+	Fatty acids	0.9758790135383606	Fatty amides	0.7887401580810547	N-acyl amines	0.5510603785514832	N-acyl amines	0.9902605414390564	N-acyl amines	0.9902605414390564	Fatty amides	0.9906306862831116	Fatty Acyls	0.9877824187278748	Lipids and lipid-like molecules	0.9948908090591431	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
723_220629_5mMatOOI_siriusfeaturelist_1813	C38H82N16O6	[M + Na]+	Amino acids and Peptides	0.9386461973190308	Oligopeptides	0.6044394969940186	Linear peptides	0.25648584961891174	Peptides	0.9613442420959473	Peptides	0.9613442420959473	Amino acids, peptides, and analogues	0.9960611462593079	Carboxylic acids and derivatives	0.9958409667015076	Organic acids and derivatives	0.995010256767273	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
654_220629_5mMatOOI_siriusfeaturelist_792	C42H58O6	[M - H2O + H]+	Terpenoids	0.9984257221221924	Carotenoids (C40)	0.9989739656448364	Carotenoids (C40, β-β)	0.9991958737373352	Fatty acid esters	0.9023011326789856			Fatty acid esters	0.9023011326789856	Fatty Acyls	0.9014514684677124	Lipids and lipid-like molecules	0.9997115731239319	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Epoxides; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Enones; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
820_220629_5mMatOOI_siriusfeaturelist_1294	C40H52O3	[M + Na]+	Terpenoids	0.9989367127418518	Carotenoids (C40)	0.9941334128379822	Carotenoids (C40, β-β)	0.9463779330253601	Prenol lipids	0.9977121353149414					Prenol lipids	0.9977121353149414	Lipids and lipid-like molecules	0.9967740178108215	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
907_220629_5mMatOOI_siriusfeaturelist_441	C40H54O4	[M + Na]+	Terpenoids	0.9986217021942139	Carotenoids (C40)	0.9975894689559937	Carotenoids (C40, β-β)	0.9426279067993164	Xanthophylls	0.7859993577003479	Carotenoids	0.7763639092445374	Tetraterpenoids	0.7563503980636597	Prenol lipids	0.9991284012794495	Lipids and lipid-like molecules	0.9957382678985596	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Carboxylic acids and derivatives; Benzofurans; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carotenoids; Cyclic alcohols and derivatives; Xanthophylls; Tetraterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Dihydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
724_220629_5mMatOOI_siriusfeaturelist_159	C23H31N3	[M + H]+	Alkaloids	0.996711254119873	Tryptophan alkaloids	0.6106323003768921	Carboline alkaloids	0.2942151725292206	Dipyrrins	0.7507789134979248	Dipyrrins	0.7507789134979248	Substituted pyrroles	0.8319160342216492	Pyrroles	0.9402161240577698	Organoheterocyclic compounds	0.9996035695075989	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Pyrroles; Organonitrogen compounds; Dipyrrins; Substituted pyrroles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
908_220629_5mMatOOI_siriusfeaturelist_1231	C30H55N7O4	[M + Na]+	Amino acids and Peptides	0.7863390445709229	Oligopeptides	0.5913702845573425	Linear peptides	0.5713049173355103	N-acyl-alpha amino acids and derivatives	0.5107231140136719	Amino acids and derivatives	0.9682072997093201	Amino acids, peptides, and analogues	0.9744669198989868	Carboxylic acids and derivatives	0.9662303328514099	Organic acids and derivatives	0.978283166885376	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
655_220629_5mMatOOI_siriusfeaturelist_839	C40H50O4	[M + Na]+	Terpenoids	0.999381422996521	Carotenoids (C40)	0.9996457099914551	Carotenoids (C40, β-β)	0.8623331785202026	Triterpenoids	0.6897010803222656			Triterpenoids	0.6897010803222656	Prenol lipids	0.997559666633606	Lipids and lipid-like molecules	0.9937819838523865	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Enones; Triterpenoids; Secondary alcohols; Carbonyl compounds; Dihydrofurans; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
821_220629_5mMatOOI_siriusfeaturelist_547	C25H50N10O7S	[M + H]+	Amino acids and Peptides	0.5772687196731567	Small peptides	0.19234596192836761	Tripeptides	0.35532012581825256	N-acyl-alpha amino acids and derivatives	0.6709685921669006	Amino acids and derivatives	0.998150646686554	Amino acids, peptides, and analogues	0.9984266757965088	Carboxylic acids and derivatives	0.9892206788063049	Organic acids and derivatives	0.998348593711853	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
725_220629_5mMatOOI_siriusfeaturelist_317	C40H54O5	[M + Na]+	Terpenoids	0.9690676331520081	Carotenoids (C40)	0.9908258318901062	Carotenoids (C40, β-β)	0.9649381637573242	Terpene lactones	0.6545568108558655			Terpene lactones	0.6545568108558655	Prenol lipids	0.9968807697296143	Lipids and lipid-like molecules	0.993366539478302	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Enones; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
909_220629_5mMatOOI_siriusfeaturelist_1356	C33H50O	[M + H]+	Terpenoids	0.9651107788085938	Steroids	0.6302213668823242	Ergostane steroids	0.2233949899673462	Triterpenoids	0.8367008566856384			Triterpenoids	0.8367008566856384	Prenol lipids	0.8307209014892578	Lipids and lipid-like molecules	0.9749914407730103	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Triterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
822_220629_5mMatOOI_siriusfeaturelist_1919	C58H88O4	[M + H]+	Terpenoids	0.9995180368423462	Carotenoids (C40)	0.9625206589698792	Carotenoids (C40, β-β)	0.7593319416046143	Xanthophylls	0.6738268136978149	Carotenoids	0.6759296655654907	Tetraterpenoids	0.5484277606010437	Prenol lipids	0.9995787739753723	Lipids and lipid-like molecules	0.9999938011169434	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carotenoids; Xanthophylls; Tetraterpenoids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
823_220629_5mMatOOI_siriusfeaturelist_998	C40H77NO2	[M + Na]+	Fatty acids	0.8964810371398926	Triterpenoids	0.6141701936721802	N-acyl amines	0.10462121665477753	N-acyl amines	0.9639807939529419	N-acyl amines	0.9639807939529419	Fatty amides	0.9603174328804016	Fatty Acyls	0.9474978446960449	Lipids and lipid-like molecules	0.9895516037940979	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
910_220629_5mMatOOI_siriusfeaturelist_2316	C48H78N2O12	[M + H]+	Polyketides	0.9881640672683716	Macrolides	0.9475801587104797	Ansa macrolides	0.7509690523147583	Diterpenoids	0.775586724281311			Diterpenoids	0.775586724281311	Prenol lipids	0.3645341098308563	Lipids and lipid-like molecules	0.89308100938797	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Diterpenoids; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Cyclic ketones; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1056_220629_5mMatOOI_siriusfeaturelist_40	C23H34O3	[M + Na]+	Terpenoids	0.9460700154304504	Steroids	0.10038728266954422	Apocarotenoids (β-)	0.26202937960624695	Diterpenoids	0.851253092288971			Diterpenoids	0.851253092288971	Prenol lipids	0.7694064974784851	Lipids and lipid-like molecules	0.9930016398429871	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
824_220629_5mMatOOI_siriusfeaturelist_1526	C30H48O	[M + H]+	Terpenoids	0.9981986880302429	Steroids	0.9863364696502686	Stigmastane steroids	0.5757585763931274	Stigmastanes and derivatives	0.5774163603782654			Stigmastanes and derivatives	0.5774163603782654	Steroids and steroid derivatives	0.9992666840553284	Lipids and lipid-like molecules	0.9999452829360962	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Oxosteroids; Triterpenoids; Carbonyl compounds; Stigmastanes and derivatives; 3-oxo delta-4-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
911_220629_5mMatOOI_siriusfeaturelist_1227	C40H52O3	[M + Na]+	Terpenoids	0.9996541738510132	Carotenoids (C40)	0.9988272786140442	Carotenoids (C40, β-β)	0.8777095675468445	Benzofurans	0.5958216190338135					Benzofurans	0.5958216190338135	Organoheterocyclic compounds	0.8640089631080627	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Benzofurans; Organooxygen compounds; Dialkyl ethers; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Dihydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
656_220629_5mMatOOI_siriusfeaturelist_1030	C38H70N4O6	[M + H]+	Polyketides	0.9913602471351624	Oligopeptides	0.9974589943885803	Cyclic peptides	0.9920044541358948	Cyclic depsipeptides	0.9882332682609558	Cyclic depsipeptides	0.9882332682609558	Depsipeptides	0.9480030536651611	Peptidomimetics	0.9869600534439087	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
912_220629_5mMatOOI_siriusfeaturelist_996	C35H52N6O3S	[M + H3N + H]+	Amino acids and Peptides	0.46166127920150757	Oligopeptides	0.4041353762149811	Linear peptides	0.34128934144973755	Valine and derivatives	0.5607253909111023	Amino acids and derivatives	0.8891634345054626	Amino acids, peptides, and analogues	0.8893548846244812	Carboxylic acids and derivatives	0.9853838086128235	Organic acids and derivatives	0.9977124929428101	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
825_220629_5mMatOOI_siriusfeaturelist_229	C25H46O9	[M + Na]+	Polyketides	0.889223039150238	Linear polyketides	0.5778496861457825	Macrolide lactones	0.8038650751113892	Beta hydroxy acids and derivatives	0.5294355154037476			Beta hydroxy acids and derivatives	0.5294355154037476	Hydroxy acids and derivatives	0.26886576414108276	Organic acids and derivatives	0.9884958267211914	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1057_220629_5mMatOOI_siriusfeaturelist_13	C39H69N11O14S	[M + H]+	Amino acids and Peptides	0.997643768787384	Oligopeptides	0.8177610635757446	Linear peptides	0.5170313119888306	Oligopeptides	0.8252293467521667	Peptides	0.998479425907135	Amino acids, peptides, and analogues	0.9999972581863403	Carboxylic acids and derivatives	0.9999808073043823	Organic acids and derivatives	0.9999971389770508	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Carboximidamides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Aspartic acid and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
657_220629_5mMatOOI_siriusfeaturelist_1459	C38H88N14O7	[M + H]+	Amino acids and Peptides	0.7412145733833313	Small peptides	0.06535925716161728	Tripeptides	0.3014429807662964	Oligopeptides	0.6572499871253967	Peptides	0.9866495728492737	Amino acids, peptides, and analogues	0.9959462285041809	Carboxylic acids and derivatives	0.9821954369544983	Organic acids and derivatives	0.9926199316978455	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
826_220629_5mMatOOI_siriusfeaturelist_1213	C44H62N6O5	[M + H]+	Amino acids and Peptides	0.3758428394794464	Oligopeptides	0.6965335011482239	Cyclic peptides	0.2964949309825897	N-acyl-alpha amino acids and derivatives	0.66295325756073	Amino acids and derivatives	0.9780560731887817	Amino acids, peptides, and analogues	0.9802903532981873	Carboxylic acids and derivatives	0.9934138655662537	Organic acids and derivatives	0.9903004169464111	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1058_220629_5mMatOOI_siriusfeaturelist_934	C40H50O4	[M + Na]+	Terpenoids	0.98868328332901	Carotenoids (C40)	0.997309684753418	Carotenoids (C40, β-β)	0.6964297890663147	Triterpenoids	0.5419991612434387			Triterpenoids	0.5419991612434387	Prenol lipids	0.9943708777427673	Lipids and lipid-like molecules	0.9905984997749329	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Terpene lactones; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
726_220629_5mMatOOI_siriusfeaturelist_754	C40H54O4	[M - H2O + H]+	Terpenoids	0.9961466789245605	Carotenoids (C40)	0.958160936832428	Carotenoids (C40, β-β)	0.4405812919139862	Xanthophylls	0.6459211707115173	Carotenoids	0.621342658996582	Tetraterpenoids	0.7238675355911255	Prenol lipids	0.9986857771873474	Lipids and lipid-like molecules	0.9990552067756653	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Acryloyl compounds; Organooxygen compounds; Carotenoids; Cyclic alcohols and derivatives; Enones; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Alpha-branched alpha,beta-unsaturated ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
658_220629_5mMatOOI_siriusfeaturelist_942	C36H75N2O7P	[M + H]+	Fatty acids	0.9602783918380737	Sphingolipids	0.8871941566467285	Phosphosphingolipids	0.3554753363132477	Amino acids and derivatives	0.6024856567382812	Amino acids and derivatives	0.6024856567382812	Amino acids, peptides, and analogues	0.5895925760269165	Carboxylic acids and derivatives	0.9648659229278564	Organic acids and derivatives	0.9981812238693237	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1059_220629_5mMatOOI_siriusfeaturelist_1125	C41H73N3O6	[M + H]+	Amino acids and Peptides	0.9228411912918091	Oligopeptides	0.9463974833488464	Depsipeptides	0.8071017265319824	Cyclic depsipeptides	0.6078293323516846	Cyclic depsipeptides	0.6078293323516846	Depsipeptides	0.4836522042751312	Peptidomimetics	0.32792937755584717	Organic acids and derivatives	0.9999932050704956	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Macrolide lactams; Cyclic depsipeptides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1060_220629_5mMatOOI_siriusfeaturelist_2279	C36H71NO2	[M + Na]+	Fatty acids	0.9787132740020752	Fatty amides	0.7553513646125793	N-acyl amines	0.6660906672477722	N-acyl amines	0.9768376350402832	N-acyl amines	0.9768376350402832	Fatty amides	0.9446258544921875	Fatty Acyls	0.9497026801109314	Lipids and lipid-like molecules	0.9299299716949463	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
913_220629_5mMatOOI_siriusfeaturelist_414	C40H54O5	[M + Na]+	Terpenoids	0.9754687547683716	Carotenoids (C40)	0.9931594133377075	Carotenoids (C40, β-β)	0.98842853307724	Oxepanes	0.8373530507087708					Oxepanes	0.8373530507087708	Organoheterocyclic compounds	0.9951647520065308	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Epoxides; Ethers; Prenol lipids; Acryloyl compounds; Organooxygen compounds; Dialkyl ethers; Cyclic alcohols and derivatives; Enones; Secondary alcohols; Tertiary alcohols; Oxepanes; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Alpha-branched alpha,beta-unsaturated ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
